Student_Name,College_Name,Stream,Year_of_Study,AI_Tools_Used,Daily_Usage_Hours,Use_Cases,Trust_in_AI_Tools,Impact_on_Grades,Do_Professors_Allow_Use,Preferred_AI_Tool,Awareness_Level,Willing_to_Pay_for_Access,State,Device_Used,Internet_Access,Primary_AI_Tool,Num_AI_Tools_Used,Academic_Use_Flag,Usage_Bucket
Aarav,National Institute Of Technology,Science,4,Gemini,2.3,"Assignments, Coding Help",1,2,True,ChatGPT,3,False,Unknown,Tablet,Medium,Gemini,1,True,Medium (1-3h)
Vivaan,Lady Shri Ram College For Women,Science,3,Copilot,3.2,Learning new topics,3,-2,True,Gemini,4,True,Unknown,Tablet,High,Copilot,1,True,High (3h+)
Aditya,Radha Krishan Institute Of Technology & Management,Hotel-Management,4,Copilot,3.3,"Doubt Solving, Resume Writing",5,-3,True,Other,5,True,Unknown,Laptop,Poor,Copilot,1,False,High (3h+)
Vihaan,Swami Vivekanand National Institute Of Rehabilitation Training,Medical,2,Copilot,1.3,"MCQ Practice, Projects",4,2,True,ChatGPT,9,False,Unknown,Tablet,Poor,Copilot,1,False,Medium (1-3h)
Arjun,"Icfai University, Gangtok",Arts,3,ChatGPT,1.0,"Assignments, Coding Help",3,2,True,ChatGPT,9,False,Unknown,Tablet,High,ChatGPT,1,True,Low (<1h)
Sai,"Chitkara University, Chitkara Business School",Arts,4,"ChatGPT, Copilot",2.2,"Exam Prep, Notes",3,-2,False,Other,6,True,Unknown,Laptop,Poor,ChatGPT,2,False,Medium (1-3h)
Reyansh,"Nirmala College Of Arts And Science, Chalakkudy,",Hotel-Management,2,ChatGPT,4.2,"Exam Prep, Notes",3,1,True,Copilot,7,False,Unknown,Tablet,High,ChatGPT,1,False,High (3h+)
Ayaan,K L University,Commerce,3,Gemini,2.7,Content Writing,3,2,True,Copilot,1,True,Unknown,Tablet,Poor,Gemini,1,False,Medium (1-3h)
Krishna,K L University,Commerce,3,Gemini,2.7,Content Writing,3,2,True,Copilot,1,True,Unknown,Tablet,High,Gemini,1,False,Medium (1-3h)
Ishaan,Bhabha University,Agriculture,2,Gemini,3.2,"Doubt Solving, Resume Writing",5,-3,True,Other,4,True,Unknown,Mobile,Poor,Gemini,1,False,High (3h+)
Rudra,"Alliance University, Bangalore",Law,1,Gemini,2.4,"Exam Prep, Notes",2,2,False,Gemini,8,True,Unknown,Mobile,Medium,Gemini,1,False,Medium (1-3h)
Dhruv,"Berhampur University, Berhampur",Pharmacy,3,ChatGPT,1.3,Content Writing,5,3,False,Copilot,1,True,Unknown,Mobile,High,ChatGPT,1,False,Medium (1-3h)
Kabir,"Pragjyotish College, Guwahati",Science,2,Copilot,4.3,"Doubt Solving, Resume Writing",1,-2,True,Other,6,False,Unknown,Mobile,High,Copilot,1,False,High (3h+)
Atharv,"Vanavarayar Institute Of Agriculture, Pollachi",Agriculture,4,ChatGPT,2.5,"MCQ Practice, Projects",2,-1,True,Other,2,False,Unknown,Laptop,Medium,ChatGPT,1,False,Medium (1-3h)
Om,Om Sterling Global University,Agriculture,2,"ChatGPT, Copilot",3.1,Content Writing,4,0,True,ChatGPT,2,True,Unknown,Mobile,Poor,ChatGPT,2,False,High (3h+)
Anaya,Netaji Subhas University Of Technology,Engineering,2,"ChatGPT, Gemini, Copilot",0.6,"Exam Prep, Notes",1,-2,False,Gemini,2,False,Unknown,Tablet,Poor,ChatGPT,3,False,Low (<1h)
Siya,"Malwanchal University, Indore",Pharmacy,1,Copilot,1.2,"MCQ Practice, Projects",3,-1,False,Gemini,6,True,Unknown,Tablet,High,Copilot,1,False,Medium (1-3h)
Diya,Rajiv Gandhi Institute Of Petroleum Technology,Engineering,2,"ChatGPT, Copilot",4.4,"Exam Prep, Notes",1,3,False,Other,1,True,Unknown,Tablet,Poor,ChatGPT,2,False,High (3h+)
Myra,"Jaipur National University, Seedling School Of Law",Law,3,Gemini,1.9,Content Writing,2,3,True,Other,9,False,Unknown,Laptop,Poor,Gemini,1,False,Medium (1-3h)
Aadhya,"Cochin University Of Science And Technology, School",Law,3,ChatGPT,2.6,"MCQ Practice, Projects",2,2,False,Gemini,3,True,Unknown,Mobile,Medium,ChatGPT,1,False,Medium (1-3h)
Riya,"Rungta Group Of Institutions Bhilai Campus, Bhilai",Pharmacy,2,"ChatGPT, Gemini, Copilot",1.3,Content Writing,2,2,True,Copilot,7,False,Unknown,Mobile,Medium,ChatGPT,3,False,Medium (1-3h)
Pari,Nalanda College Of Engineering,Engineering,4,"Gemini, Midjourney",2.4,Content Writing,5,3,False,ChatGPT,2,True,Unknown,Laptop,Medium,Gemini,2,False,Medium (1-3h)
Anika,University Of Rajasthan,Management,4,"ChatGPT, Copilot",3.8,"Doubt Solving, Resume Writing",3,0,False,Other,5,True,Unknown,Tablet,Medium,ChatGPT,2,False,High (3h+)
Ira,Dr. Sns Rajalakshmi College Of Arts And,Hotel-Management,3,ChatGPT,2.6,"MCQ Practice, Projects",4,0,True,ChatGPT,6,True,Unknown,Laptop,High,ChatGPT,1,False,Medium (1-3h)
Meera,Punjab Agricultural University,Arts,2,Copilot,0.9,Content Writing,3,-1,True,Other,4,False,Unknown,Laptop,Poor,Copilot,1,False,Low (<1h)
Saanvi,"Kmct Ayurveda Medical College Manassery, Kozhikode",Medical,1,"ChatGPT, Gemini, Copilot",1.8,Learning new topics,4,1,True,Copilot,1,True,Unknown,Laptop,Poor,ChatGPT,3,True,Medium (1-3h)
Navya,Swami Vivekanand College Of Computer Science,Science,3,Gemini,2.3,"Assignments, Coding Help",3,3,True,Other,4,False,Unknown,Laptop,Poor,Gemini,1,True,Medium (1-3h)
Aarohi,"Don Bosco College, Itanagar",Commerce,2,Gemini,4.1,"Assignments, Coding Help",2,0,False,Copilot,6,False,Unknown,Mobile,Poor,Gemini,1,True,High (3h+)
Prisha,Indian Institute Of Management,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,False,Other,8,False,Unknown,Mobile,Medium,ChatGPT,2,False,Low (<1h)
Ishita,Indian Institute Of Management,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,False,Other,8,False,Unknown,Mobile,Poor,ChatGPT,2,False,Low (<1h)
Rakhi,Indian Institute Of Management,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,False,Other,8,True,Unknown,Mobile,High,ChatGPT,2,False,Low (<1h)
Ramya,Indian Institute Of Management,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,False,Other,8,False,Unknown,Mobile,Poor,ChatGPT,2,False,Low (<1h)
Sneha,Indian Institute Of Management,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,False,Other,8,False,Unknown,Mobile,Medium,ChatGPT,2,False,Low (<1h)
Divya,Indian Institute Of Management,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,False,Other,8,True,Unknown,Mobile,High,ChatGPT,2,False,Low (<1h)
Neha,Indian Institute Of Management,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,False,Other,8,False,Unknown,Mobile,High,ChatGPT,2,False,Low (<1h)
Pooja,Indian Institute Of Management,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,False,Other,8,False,Unknown,Mobile,High,ChatGPT,2,False,Low (<1h)
Kavya,Indian Institute Of Management,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,False,Other,8,False,Unknown,Mobile,High,ChatGPT,2,False,Low (<1h)
Aishwarya,Indian Institute Of Management,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,False,Other,8,False,Unknown,Mobile,Medium,ChatGPT,2,False,Low (<1h)
Shreya,Indian Institute Of Management,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,False,Other,8,False,Unknown,Mobile,Poor,ChatGPT,2,False,Low (<1h)
Nandini,Indian Institute Of Management,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,False,Other,8,False,Unknown,Mobile,Poor,ChatGPT,2,False,Low (<1h)
Aarav,Indian Institute Of Management,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,False,Other,8,False,Unknown,Mobile,Poor,ChatGPT,2,False,Low (<1h)
Vivaan,Indian Institute Of Management,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,False,Other,8,False,Unknown,Mobile,Poor,ChatGPT,2,False,Low (<1h)
Aditya,Indian Institute Of Management,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,False,Other,8,False,Unknown,Mobile,Medium,ChatGPT,2,False,Low (<1h)
Vihaan,Indian Institute Of Management,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,False,Other,8,True,Unknown,Mobile,High,ChatGPT,2,False,Low (<1h)
Arjun,Indian Institute Of Management,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,False,Other,8,True,Unknown,Mobile,High,ChatGPT,2,False,Low (<1h)
Sai,Indian Institute Of Management,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,False,Other,8,True,Unknown,Mobile,Medium,ChatGPT,2,False,Low (<1h)
Reyansh,Indian Institute Of Management,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,False,Other,8,True,Unknown,Mobile,Poor,ChatGPT,2,False,Low (<1h)
Ayaan,Sant Rocha Singh Degree College,Science,3,"Gemini, Midjourney",4.3,"Assignments, Coding Help",5,-1,True,Other,3,True,Unknown,Laptop,Poor,Gemini,2,True,High (3h+)
Krishna,Heritage Institute Of Hotel And Tourism,Hotel-Management,1,ChatGPT,0.9,Content Writing,5,3,True,Gemini,7,True,Unknown,Mobile,Medium,ChatGPT,1,False,Low (<1h)
Ishaan,Heritage Institute Of Hotel And Tourism,Hotel-Management,1,ChatGPT,0.9,Content Writing,5,3,True,Gemini,7,True,Unknown,Mobile,High,ChatGPT,1,False,Low (<1h)
Rudra,"Niilm University, Kaithal",Commerce,4,Copilot,1.4,Learning new topics,1,3,True,Other,8,False,Unknown,Tablet,Medium,Copilot,1,True,Medium (1-3h)
Dhruv,"Gurukul Vidyapeeth, Chandigarh",Management,4,ChatGPT,2.5,"Assignments, Coding Help",5,0,False,Other,8,True,Unknown,Tablet,Medium,ChatGPT,1,True,Medium (1-3h)
Kabir,"Lady Keane College, Shillong",Management,1,"Gemini, Midjourney",1.0,"Assignments, Coding Help",1,-1,True,ChatGPT,2,False,Unknown,Laptop,High,Gemini,2,True,Low (<1h)
Atharv,Chandigarh University,Agriculture,2,Copilot,1.1,Learning new topics,2,-3,False,Other,8,True,Unknown,Tablet,High,Copilot,1,True,Medium (1-3h)
Om,Chandigarh University,Agriculture,2,Copilot,1.1,Learning new topics,2,-3,False,Other,8,False,Unknown,Tablet,Medium,Copilot,1,True,Medium (1-3h)
Anaya,Sher-E-Kashmir University Of Agricultural Sciences And Technology,Commerce,4,"Gemini, Midjourney",2.6,"MCQ Practice, Projects",3,-1,False,ChatGPT,8,True,Unknown,Tablet,High,Gemini,2,False,Medium (1-3h)
Siya,Sher-E-Kashmir University Of Agricultural Sciences And Technology,Commerce,4,"Gemini, Midjourney",2.6,"MCQ Practice, Projects",3,-1,False,ChatGPT,8,True,Unknown,Tablet,Poor,Gemini,2,False,Medium (1-3h)
Diya,Maharshi Dayanand University,Science,1,"ChatGPT, Gemini, Copilot",4.1,Content Writing,3,-2,True,Gemini,4,True,Unknown,Laptop,Poor,ChatGPT,3,False,High (3h+)
Myra,The Neotia University,Pharmacy,3,Gemini,1.8,Content Writing,2,-1,False,Other,3,True,Unknown,Tablet,Medium,Gemini,1,False,Medium (1-3h)
Aadhya,Sri Sri University,Arts,3,Gemini,1.9,"Assignments, Coding Help",1,-3,True,Other,9,False,Unknown,Mobile,Poor,Gemini,1,True,Medium (1-3h)
Riya,Bharati Vidyapeeth Institute Of Management Studies &,Management,4,Copilot,2.5,"Doubt Solving, Resume Writing",2,0,False,ChatGPT,10,False,Unknown,Tablet,Medium,Copilot,1,False,Medium (1-3h)
Pari,"Global Institute, Amritsar",Hotel-Management,4,Gemini,0.5,"Exam Prep, Notes",3,-1,True,Other,8,False,Unknown,Mobile,High,Gemini,1,False,Low (<1h)
Anika,Guru Angad Dev Veterinary And Animal Sciences,Agriculture,2,Copilot,3.9,"Doubt Solving, Resume Writing",4,1,True,Copilot,7,True,Unknown,Tablet,Medium,Copilot,1,False,High (3h+)
Ira,Bhilai Institute Of Technology,Engineering,1,"ChatGPT, Gemini, Copilot",2.0,"Assignments, Coding Help",5,-2,True,Copilot,1,True,Unknown,Mobile,High,ChatGPT,3,True,Medium (1-3h)
Meera,Bhilai Institute Of Technology,Engineering,1,"ChatGPT, Gemini, Copilot",2.0,"Assignments, Coding Help",5,-2,True,Copilot,1,False,Unknown,Mobile,High,ChatGPT,3,True,Medium (1-3h)
Saanvi,"Lachoo Memorial College Science And Technology, Jodhpur",Science,1,"Gemini, Midjourney",3.6,"Assignments, Coding Help",5,0,False,Gemini,3,False,Unknown,Mobile,High,Gemini,2,True,High (3h+)
Navya,University Of Petroleum And Energy Studies,Management,3,Gemini,0.6,"MCQ Practice, Projects",1,0,False,Gemini,9,False,Unknown,Mobile,Medium,Gemini,1,False,Low (<1h)
Aarohi,Punjab Engineering College University Of Technology,Management,2,ChatGPT,3.7,"Exam Prep, Notes",4,0,True,Gemini,6,False,Unknown,Mobile,High,ChatGPT,1,False,High (3h+)
Prisha,Goa Institute Of Management,Management,1,Copilot,3.2,"Doubt Solving, Resume Writing",3,-3,True,Other,7,False,Unknown,Mobile,Medium,Copilot,1,False,High (3h+)
Ishita,"Sharda University, School Of Business Studies",Commerce,4,Gemini,2.0,"Doubt Solving, Resume Writing",3,3,False,Other,8,True,Unknown,Mobile,Medium,Gemini,1,False,Medium (1-3h)
Rakhi,"Uttaranchal University, Dehradun",Hotel-Management,4,"ChatGPT, Gemini, Copilot",0.6,"Doubt Solving, Resume Writing",5,0,True,Copilot,10,True,Unknown,Mobile,Poor,ChatGPT,3,False,Low (<1h)
Ramya,Siksha 'O' Anusandhan University,Science,2,Copilot,4.0,"Assignments, Coding Help",2,2,True,ChatGPT,2,True,Unknown,Tablet,High,Copilot,1,True,High (3h+)
Sneha,Bihar Institute Of Law,Law,1,ChatGPT,3.7,Learning new topics,2,3,True,Gemini,7,True,Unknown,Laptop,High,ChatGPT,1,True,High (3h+)
Divya,Mangalayatan University,Medical,4,ChatGPT,3.9,"Doubt Solving, Resume Writing",2,3,True,ChatGPT,1,True,Unknown,Mobile,Medium,ChatGPT,1,False,High (3h+)
Neha,Netaji Subhas University,Management,2,Copilot,2.6,Learning new topics,1,0,True,ChatGPT,5,True,Unknown,Mobile,Poor,Copilot,1,True,Medium (1-3h)
Pooja,"Institute Of Media Management , Technology &",Commerce,2,"ChatGPT, Copilot",2.0,"Assignments, Coding Help",4,-2,True,Copilot,5,False,Unknown,Tablet,Poor,ChatGPT,2,True,Medium (1-3h)
Kavya,"Dr. B R Ambedkar Institute Of Technology, Port Blair",Management,3,"ChatGPT, Gemini, Copilot",3.1,"MCQ Practice, Projects",4,-3,True,Gemini,6,True,Unknown,Laptop,Poor,ChatGPT,3,False,High (3h+)
Aishwarya,"Isbm University, Raipur",Law,4,"Gemini, Midjourney",1.0,"Assignments, Coding Help",1,-1,False,Copilot,9,False,Unknown,Tablet,Poor,Gemini,2,True,Low (<1h)
Shreya,Rk University,Pharmacy,1,Gemini,3.3,Learning new topics,2,3,False,Gemini,8,True,Unknown,Mobile,Poor,Gemini,1,True,High (3h+)
Nandini,"Duliajan College, Dibrugarh",Engineering,4,"ChatGPT, Gemini, Copilot",1.5,Learning new topics,3,1,True,Gemini,5,False,Unknown,Mobile,High,ChatGPT,3,True,Medium (1-3h)
Aarav,"Institute Of Management Studies, Ranchi University",Hotel-Management,3,Gemini,4.0,"Exam Prep, Notes",1,-2,False,ChatGPT,4,True,Unknown,Tablet,Poor,Gemini,1,False,High (3h+)
Vivaan,Ganpat University,Medical,3,Gemini,0.6,"Assignments, Coding Help",4,-2,True,Other,10,True,Unknown,Tablet,Poor,Gemini,1,True,Low (<1h)
Aditya,"University School Of Law, Gujarat University",Law,4,"ChatGPT, Gemini, Copilot",2.5,Content Writing,5,-2,False,ChatGPT,3,True,Unknown,Tablet,High,ChatGPT,3,False,Medium (1-3h)
Vihaan,"Lingaya'S Vidyapeeth, Faridabad",Law,3,"ChatGPT, Copilot",0.5,"Exam Prep, Notes",5,1,False,ChatGPT,6,False,Unknown,Tablet,Poor,ChatGPT,2,False,Low (<1h)
Arjun,"Elphinstone College, Mumbai",Commerce,4,"Gemini, Midjourney",4.5,"Doubt Solving, Resume Writing",1,2,False,Gemini,9,False,Unknown,Tablet,Poor,Gemini,2,False,High (3h+)
Sai,Asian Institute Of Management And Technology,Science,3,Gemini,2.1,Content Writing,3,3,True,Gemini,9,True,Unknown,Mobile,Poor,Gemini,1,False,Medium (1-3h)
Reyansh,Acharya Bangalore B-School,Commerce,3,"Gemini, Midjourney",1.5,"Assignments, Coding Help",5,1,False,ChatGPT,7,False,Unknown,Tablet,High,Gemini,2,True,Medium (1-3h)
Ayaan,"Akal College Of Economics, Commerce And Management,",Science,2,Copilot,2.7,"Assignments, Coding Help",2,3,False,ChatGPT,3,True,Unknown,Laptop,High,Copilot,1,True,Medium (1-3h)
Krishna,Aryabhatta Knowledge University,Agriculture,3,Gemini,2.4,"Exam Prep, Notes",4,2,False,Copilot,5,True,Unknown,Mobile,Medium,Gemini,1,False,Medium (1-3h)
Ishaan,Mahe Co-Operative Centre For Information Technology,Management,4,Gemini,3.3,Content Writing,5,-2,True,Gemini,2,True,Unknown,Mobile,Medium,Gemini,1,False,High (3h+)
Rudra,Third Eye College,Hotel-Management,1,ChatGPT,2.7,"Assignments, Coding Help",1,2,True,Other,10,True,Unknown,Mobile,Medium,ChatGPT,1,True,Medium (1-3h)
Dhruv,Institute Of Hotel Management,Hotel-Management,4,"ChatGPT, Gemini, Copilot",4.1,"MCQ Practice, Projects",2,-2,True,Other,10,True,Unknown,Laptop,Poor,ChatGPT,3,False,High (3h+)
Kabir,Institute Of Hotel Management,Hotel-Management,4,"ChatGPT, Gemini, Copilot",4.1,"MCQ Practice, Projects",2,-2,True,Other,10,True,Unknown,Laptop,High,ChatGPT,3,False,High (3h+)
Atharv,Institute Of Hotel Management,Hotel-Management,4,"ChatGPT, Gemini, Copilot",4.1,"MCQ Practice, Projects",2,-2,True,Other,10,False,Unknown,Laptop,Medium,ChatGPT,3,False,High (3h+)
Om,Institute Of Hotel Management,Hotel-Management,4,"ChatGPT, Gemini, Copilot",4.1,"MCQ Practice, Projects",2,-2,True,Other,10,True,Unknown,Laptop,High,ChatGPT,3,False,High (3h+)
Anaya,Institute Of Hotel Management,Hotel-Management,4,"ChatGPT, Gemini, Copilot",4.1,"MCQ Practice, Projects",2,-2,True,Other,10,True,Unknown,Laptop,Medium,ChatGPT,3,False,High (3h+)
Siya,Institute Of Hotel Management,Hotel-Management,4,"ChatGPT, Gemini, Copilot",4.1,"MCQ Practice, Projects",2,-2,True,Other,10,True,Unknown,Laptop,Medium,ChatGPT,3,False,High (3h+)
Diya,Institute Of Hotel Management,Hotel-Management,4,"ChatGPT, Gemini, Copilot",4.1,"MCQ Practice, Projects",2,-2,True,Other,10,True,Unknown,Laptop,High,ChatGPT,3,False,High (3h+)
Myra,Institute Of Hotel Management,Hotel-Management,4,"ChatGPT, Gemini, Copilot",4.1,"MCQ Practice, Projects",2,-2,True,Other,10,False,Unknown,Laptop,Medium,ChatGPT,3,False,High (3h+)
Aadhya,"Fazl Ali College, Mokokchung",Arts,4,ChatGPT,2.2,"Assignments, Coding Help",2,0,False,ChatGPT,1,False,Unknown,Mobile,Medium,ChatGPT,1,True,Medium (1-3h)
Riya,"Osteen College, Bangalore",Hotel-Management,2,"ChatGPT, Copilot",3.8,Content Writing,4,-2,True,Copilot,6,True,Unknown,Mobile,Poor,ChatGPT,2,False,High (3h+)
Pari,Indira Gandhi Institute Of Aeronautics,Management,2,ChatGPT,1.3,"Assignments, Coding Help",4,3,False,ChatGPT,10,True,Unknown,Mobile,Medium,ChatGPT,1,True,Medium (1-3h)
Anika,Institute Of Science And Management,Agriculture,4,Copilot,2.6,"MCQ Practice, Projects",4,2,False,Copilot,9,True,Unknown,Tablet,Medium,Copilot,1,False,Medium (1-3h)
Ira,"Gurugram University, Gurgaon",Arts,1,Copilot,1.0,Content Writing,2,2,False,Copilot,10,False,Unknown,Mobile,High,Copilot,1,False,Low (<1h)
Meera,Baba Balak Nath Post Graduate College,Science,2,"ChatGPT, Copilot",1.5,Content Writing,4,3,True,Gemini,5,True,Unknown,Mobile,Poor,ChatGPT,2,False,Medium (1-3h)
Saanvi,National Institute Of Food Technology Entrepreneurship And,Engineering,3,"Gemini, Midjourney",0.7,"MCQ Practice, Projects",5,-1,False,Copilot,1,False,Unknown,Mobile,Poor,Gemini,2,False,Low (<1h)
Navya,National Institute Of Food Technology Entrepreneurship And,Engineering,3,"Gemini, Midjourney",0.7,"MCQ Practice, Projects",5,-1,False,Copilot,1,False,Unknown,Mobile,Poor,Gemini,2,False,Low (<1h)
Aarohi,Delhi Technical Campus,Hotel-Management,2,"ChatGPT, Gemini, Copilot",4.2,"Exam Prep, Notes",3,1,False,Other,1,True,Unknown,Tablet,Medium,ChatGPT,3,False,High (3h+)
Prisha,"Indian Institute Of Information Technology [Iiit], Kottayam",Engineering,4,"ChatGPT, Gemini, Copilot",4.0,"Exam Prep, Notes",2,1,True,Copilot,7,True,Unknown,Mobile,Poor,ChatGPT,3,False,High (3h+)
Ishita,Maharishi Markandeshwar,Engineering,3,ChatGPT,2.9,"Doubt Solving, Resume Writing",4,0,True,ChatGPT,8,True,Unknown,Tablet,High,ChatGPT,1,False,Medium (1-3h)
Rakhi,"Vanijya Mahavidhyalaya, Patna",Management,4,"ChatGPT, Copilot",2.3,Content Writing,1,-1,False,ChatGPT,10,True,Unknown,Tablet,High,ChatGPT,2,False,Medium (1-3h)
Ramya,Pt. Ravishankar Shukla University,Law,2,Copilot,1.9,"Doubt Solving, Resume Writing",4,-3,False,ChatGPT,10,True,Unknown,Laptop,Medium,Copilot,1,False,Medium (1-3h)
Sneha,"Government Degree College, Baramulla",Commerce,4,"ChatGPT, Copilot",3.0,"Assignments, Coding Help",5,-1,False,Gemini,4,True,Unknown,Laptop,High,ChatGPT,2,True,Medium (1-3h)
Divya,"Shangrila Institute Of Hotel Management And Aviation,",Hotel-Management,2,"Gemini, Midjourney",1.1,"Assignments, Coding Help",5,1,False,Other,6,True,Unknown,Laptop,Poor,Gemini,2,True,Medium (1-3h)
Neha,Chandigarh Institute Of Hotel Management And Catering,Hotel-Management,2,Gemini,1.6,"Doubt Solving, Resume Writing",2,2,True,Other,6,False,Unknown,Mobile,Poor,Gemini,1,False,Medium (1-3h)
Pooja,Chandigarh Institute Of Hotel Management And Catering,Hotel-Management,2,Gemini,1.6,"Doubt Solving, Resume Writing",2,2,True,Other,6,False,Unknown,Mobile,Medium,Gemini,1,False,Medium (1-3h)
Kavya,Chandigarh Institute Of Hotel Management And Catering,Hotel-Management,2,Gemini,1.6,"Doubt Solving, Resume Writing",2,2,True,Other,6,False,Unknown,Mobile,Poor,Gemini,1,False,Medium (1-3h)
Aishwarya,"Udai Pratap College, Varanasi",Agriculture,1,"ChatGPT, Gemini, Copilot",4.4,Content Writing,5,-2,False,Gemini,6,True,Unknown,Laptop,Medium,ChatGPT,3,False,High (3h+)
Shreya,"Madanapalle Institute Of Technology & Science, Madanapalle",Arts,1,"ChatGPT, Gemini, Copilot",0.6,"Assignments, Coding Help",2,-3,False,Other,8,True,Unknown,Tablet,Medium,ChatGPT,3,True,Low (<1h)
Nandini,Royal Global University,Science,3,ChatGPT,2.6,"Assignments, Coding Help",1,-3,True,Copilot,8,True,Unknown,Laptop,Poor,ChatGPT,1,True,Medium (1-3h)
Aarav,"Goa University, North Goa",Law,2,"Gemini, Midjourney",3.2,Content Writing,4,1,False,Other,8,True,Unknown,Laptop,Poor,Gemini,2,False,High (3h+)
Vivaan,Sri Ramakrishna Engineering College,Engineering,1,"ChatGPT, Copilot",3.2,Learning new topics,5,3,True,Gemini,6,True,Unknown,Tablet,Poor,ChatGPT,2,True,High (3h+)
Aditya,Sarala Birla University,Engineering,3,"ChatGPT, Copilot",2.9,"Doubt Solving, Resume Writing",2,2,False,Gemini,10,True,Unknown,Laptop,Poor,ChatGPT,2,False,Medium (1-3h)
Vihaan,Dr. C.V. Raman University,Management,2,"Gemini, Midjourney",2.2,"Doubt Solving, Resume Writing",2,-2,False,Gemini,8,False,Unknown,Tablet,High,Gemini,2,False,Medium (1-3h)
Arjun,Gh Raisoni College Of Engineering,Engineering,2,"ChatGPT, Copilot",3.4,"MCQ Practice, Projects",1,2,True,Other,2,False,Unknown,Laptop,Medium,ChatGPT,2,False,High (3h+)
Sai,"Aizawl Theological College-[Atc], Aizawl",Arts,3,ChatGPT,1.8,"MCQ Practice, Projects",1,-1,False,Copilot,1,False,Unknown,Mobile,Medium,ChatGPT,1,False,Medium (1-3h)
Reyansh,Chhatrapati Shahu Ji Maharaj University,Commerce,3,Copilot,1.8,"Assignments, Coding Help",1,0,True,Other,5,False,Unknown,Tablet,Medium,Copilot,1,True,Medium (1-3h)
Ayaan,"St Xavier'S College, Ahmedabad",Commerce,4,"Gemini, Midjourney",1.1,Learning new topics,2,-2,True,ChatGPT,9,False,Unknown,Laptop,Poor,Gemini,2,True,Medium (1-3h)
Krishna,"Opjs University, Churu",Pharmacy,3,Gemini,1.4,Learning new topics,5,-3,False,Other,4,True,Unknown,Mobile,Medium,Gemini,1,True,Medium (1-3h)
Ishaan,"Ranchi University, Ranchi",Commerce,1,Gemini,3.2,Content Writing,1,-3,True,Copilot,2,True,Unknown,Laptop,Poor,Gemini,1,False,High (3h+)
Rudra,Institute Of Hotel Management Catering Technology And,Hotel-Management,4,"ChatGPT, Gemini, Copilot",2.0,"MCQ Practice, Projects",2,-3,False,ChatGPT,9,True,Unknown,Mobile,Medium,ChatGPT,3,False,Medium (1-3h)
Dhruv,Institute Of Hotel Management Catering Technology And,Hotel-Management,4,"ChatGPT, Gemini, Copilot",2.0,"MCQ Practice, Projects",2,-3,False,ChatGPT,9,True,Unknown,Mobile,High,ChatGPT,3,False,Medium (1-3h)
Kabir,Institute Of Hotel Management Catering Technology And,Hotel-Management,4,"ChatGPT, Gemini, Copilot",2.0,"MCQ Practice, Projects",2,-3,False,ChatGPT,9,True,Unknown,Mobile,Poor,ChatGPT,3,False,Medium (1-3h)
Atharv,Institute Of Hotel Management Catering Technology And,Hotel-Management,4,"ChatGPT, Gemini, Copilot",2.0,"MCQ Practice, Projects",2,-3,False,ChatGPT,9,False,Unknown,Mobile,Poor,ChatGPT,3,False,Medium (1-3h)
Om,Institute Of Hotel Management Catering Technology And,Hotel-Management,4,"ChatGPT, Gemini, Copilot",2.0,"MCQ Practice, Projects",2,-3,False,ChatGPT,9,False,Unknown,Mobile,High,ChatGPT,3,False,Medium (1-3h)
Anaya,Institute Of Hotel Management Catering Technology And,Hotel-Management,4,"ChatGPT, Gemini, Copilot",2.0,"MCQ Practice, Projects",2,-3,False,ChatGPT,9,False,Unknown,Mobile,High,ChatGPT,3,False,Medium (1-3h)
Siya,Institute Of Hotel Management Catering Technology And,Hotel-Management,4,"ChatGPT, Gemini, Copilot",2.0,"MCQ Practice, Projects",2,-3,False,ChatGPT,9,False,Unknown,Mobile,Poor,ChatGPT,3,False,Medium (1-3h)
Diya,"Avvm Sri Pushpam College, Thanjavur",Law,4,Copilot,1.0,Content Writing,5,3,True,Gemini,6,True,Unknown,Tablet,Medium,Copilot,1,False,Low (<1h)
